Response_ID	Annotation_ID	Segment_Type	Label
R005400	1	Ayah	correct
R005400	1	claimed_source	correct
R005400	2	matn	correct
R005400	2	isnad	correct
R005400	2	claimed_source	correct
R005401	1	Ayah	correct
R005401	1	claimed_source	correct
R005401	2	Ayah	correct
R005401	2	claimed_source	correct
R005401	3	Ayah	correct
R005401	3	claimed_source	correct
R005401	4	matn	correct
R005401	4	claimed_source	correct
R005401	5	matn	incorrect
R005401	6	matn	correct
R005401	6	claimed_source	correct
R005402	1	Ayah	correct
R005402	1	claimed_source	correct
R005402	2	matn	correct
R005402	2	claimed_source	correct
R005402	3	matn	correct
R005402	3	claimed_source	correct
R005403	1	Ayah	correct
R005403	1	claimed_source	correct
R005403	2	Ayah	correct
R005403	2	claimed_source	correct
R005403	3	matn	correct
R005403	3	claimed_source	correct
R005403	4	matn	correct
R005403	4	claimed_source	correct
R005403	5	matn	correct
R005403	5	claimed_source	correct
R005403	6	matn	correct
R005403	6	claimed_source	correct
R005403	7	Ayah	correct
R005403	7	claimed_source	correct
R005403	8	matn	correct
R005403	8	isnad	correct
R005403	8	claimed_source	correct
R005403	9	Ayah	correct
R005403	9	claimed_source	correct
R005403	10	matn	correct
R005403	10	isnad	correct
R005403	10	claimed_source	correct
R005404	1	Ayah	correct
R005404	1	claimed_source	correct
R005404	2	Ayah	correct
R005404	2	claimed_source	correct
R005404	3	Ayah	correct
R005404	3	claimed_source	correct
R005404	4	Ayah	correct
R005404	4	claimed_source	correct
R005404	5	matn	correct
R005404	5	claimed_source	correct
R005405	1	Ayah	correct
R005405	1	claimed_source	correct
R005405	2	Ayah	correct
R005405	2	claimed_source	correct
R005405	3	Ayah	correct
R005405	3	claimed_source	correct
R005405	4	matn	correct
R005405	4	isnad	correct
R005405	4	claimed_source	correct
R005405	5	matn	correct
R005405	5	isnad	correct
R005405	5	claimed_source	correct
R005406	1	Ayah	correct
R005406	1	claimed_source	correct
R005406	2	Ayah	correct
R005406	2	claimed_source	correct
R005406	3	matn	correct
R005406	3	claimed_source	correct
R005406	4	Ayah	correct
R005406	4	claimed_source	correct
R005406	5	Ayah	correct
R005406	5	claimed_source	correct
R005406	6	Ayah	correct
R005406	6	claimed_source	correct
R005406	7	matn	correct
R005406	7	claimed_source	correct
R005407	1	Ayah	correct
R005407	1	claimed_source	correct
R005407	2	Ayah	correct
R005407	2	claimed_source	correct
R005407	3	matn	correct
R005407	3	isnad	correct
R005407	3	claimed_source	correct
R005407	4	matn	correct
R005407	4	isnad	correct
R005407	4	claimed_source	correct
R005407	5	matn	correct
R005407	5	claimed_source	correct
R005408	1	Ayah	correct
R005408	1	claimed_source	correct
R005408	2	Ayah	correct
R005408	2	claimed_source	correct
R005408	3	matn	correct
R005408	3	claimed_source	correct
R005408	4	matn	correct
R005408	4	claimed_source	correct
R005408	5	matn	incorrect
R005408	6	Ayah	correct
R005408	6	claimed_source	correct
R005408	7	Ayah	correct
R005408	7	claimed_source	correct
R005408	8	matn	incorrect
R005409	1	Ayah	correct
R005409	1	claimed_source	correct
R005409	2	matn	correct
R005409	2	claimed_source	correct
R005409	3	matn	correct
R005409	3	claimed_source	correct
R005409	4	Ayah	correct
R005409	4	claimed_source	correct
R005410	1	matn	correct
R005410	1	isnad	correct
R005410	1	claimed_source	correct
R005410	2	matn	correct
R005410	2	isnad	correct
R005410	2	claimed_source	correct
R005410	3	matn	correct
R005410	3	isnad	correct
R005410	3	claimed_source	correct
R005410	4	Ayah	correct
R005410	4	claimed_source	correct
R005410	5	Ayah	correct
R005410	5	claimed_source	correct
R005411	1	Ayah	correct
R005411	1	claimed_source	correct
R005411	2	matn	correct
R005411	2	claimed_source	correct
R005411	3	matn	correct
R005411	3	claimed_source	correct
R005411	4	Ayah	correct
R005411	4	claimed_source	correct
R005411	5	matn	correct
R005411	5	claimed_source	correct
R005411	6	matn	correct
R005411	6	claimed_source	correct
R005412	1	matn	correct
R005412	1	claimed_source	correct
R005412	2	Ayah	correct
R005412	2	claimed_source	correct
R005412	3	Ayah	correct
R005412	3	claimed_source	correct
R005412	4	matn	correct
R005412	4	claimed_source	correct
R005412	5	Ayah	correct
R005412	5	claimed_source	correct
R005413	1	Ayah	correct
R005413	1	claimed_source	correct
R005413	2	Ayah	correct
R005413	2	claimed_source	correct
R005413	3	Ayah	correct
R005413	3	claimed_source	correct
R005413	4	matn	correct
R005413	4	isnad	correct
R005413	4	claimed_source	correct
R005413	5	Ayah	correct
R005414	1	Ayah	correct
R005414	1	claimed_source	correct
R005414	2	matn	correct
R005414	2	claimed_source	correct
R005414	3	Ayah	correct
R005414	3	claimed_source	correct
R005414	4	matn	correct
R005414	4	claimed_source	correct
R005415	1	matn	correct
R005415	1	isnad	correct
R005415	1	claimed_source	correct
R005415	2	matn	correct
R005415	2	isnad	correct
R005415	2	claimed_source	correct
R005415	3	matn	correct
R005415	3	isnad	correct
R005415	3	claimed_source	correct
R005415	4	Ayah	correct
R005415	4	claimed_source	correct
R005415	5	Ayah	correct
R005415	5	claimed_source	correct
R005416	1	Ayah	correct
R005416	1	claimed_source	correct
R005416	2	Ayah	correct
R005416	2	claimed_source	correct
R005416	3	Ayah	correct
R005416	3	claimed_source	correct
R005416	4	matn	correct
R005416	4	claimed_source	correct
R005416	5	matn	correct
R005416	5	isnad	correct
R005416	5	claimed_source	correct
R005417	1	Ayah	correct
R005417	1	claimed_source	correct
R005417	2	Ayah	correct
R005417	2	claimed_source	correct
R005417	3	Ayah	correct
R005417	3	claimed_source	correct
R005417	4	matn	correct
R005417	4	claimed_source	correct
R005417	5	matn	correct
R005417	5	claimed_source	correct
R005417	6	matn	correct
R005417	6	claimed_source	correct
R005418	1	Ayah	correct
R005418	1	claimed_source	correct
R005418	2	Ayah	correct
R005418	2	claimed_source	correct
R005418	3	matn	correct
R005418	3	isnad	correct
R005418	3	claimed_source	correct
R005418	4	Ayah	correct
R005418	4	claimed_source	correct
R005418	5	matn	correct
R005418	5	claimed_source	correct
R005418	6	matn	correct
R005418	6	claimed_source	correct
R005419	1	Ayah	correct
R005419	1	claimed_source	correct
R005419	2	Ayah	correct
R005419	2	claimed_source	correct
R005419	3	Ayah	correct
R005419	3	claimed_source	correct
R005419	4	matn	correct
R005419	4	isnad	correct
R005419	4	claimed_source	correct
R005419	5	matn	correct
R005419	5	isnad	correct
R005419	5	claimed_source	correct
R005419	6	matn	correct
R005419	6	claimed_source	correct
R005420	1	Ayah	correct
R005420	1	claimed_source	correct
R005420	2	Ayah	correct
R005420	2	claimed_source	correct
R005420	3	matn	correct
R005420	3	isnad	correct
R005420	3	claimed_source	correct
R005420	4	matn	correct
R005420	4	isnad	correct
R005420	4	claimed_source	correct
R005420	5	Ayah	correct
R005420	5	claimed_source	correct
R005421	1	Ayah	correct
R005421	1	claimed_source	correct
R005421	2	Ayah	correct
R005421	2	claimed_source	correct
R005421	3	Ayah	correct
R005421	3	claimed_source	correct
R005421	4	Ayah	correct
R005421	4	claimed_source	correct
R005421	5	matn	correct
R005421	5	claimed_source	correct
R005421	6	Ayah	correct
R005421	6	claimed_source	correct
R005421	7	matn	correct
R005421	7	claimed_source	correct
R005422	1	Ayah	correct
R005422	1	claimed_source	correct
R005422	2	Ayah	correct
R005422	2	claimed_source	correct
R005422	3	Ayah	correct
R005422	3	claimed_source	correct
R005422	4	matn	correct
R005422	4	claimed_source	correct
R005422	5	matn	correct
R005422	5	claimed_source	correct
R005422	6	matn	correct
R005422	6	claimed_source	correct
R005422	7	matn	incorrect
R005423	1	Ayah	correct
R005423	1	claimed_source	correct
R005423	2	Ayah	correct
R005423	2	claimed_source	correct
R005423	3	matn	correct
R005423	3	claimed_source	correct
R005423	4	matn	correct
R005423	4	isnad	correct
R005423	4	claimed_source	correct
R005423	5	matn	correct
R005423	5	claimed_source	correct
R005423	6	Ayah	correct
R005423	6	claimed_source	correct
R005424	1	Ayah	incorrect
R005424	1	claimed_source	correct
R005424	2	matn	correct
R005424	2	claimed_source	incorrect
R005424	3	matn	correct
R005424	3	claimed_source	correct
R005424	4	matn	correct
R005424	4	claimed_source	correct
R005425	1	Ayah	correct
R005425	1	claimed_source	correct
R005425	2	matn	correct
R005425	2	isnad	correct
R005425	2	claimed_source	correct
R005425	3	matn	correct
R005425	3	isnad	correct
R005425	3	claimed_source	correct
R005426	1	matn	correct
R005426	1	claimed_source	correct
R005426	2	matn	correct
R005426	2	claimed_source	correct
R005426	3	Ayah	correct
R005426	3	claimed_source	correct
R005427	1	Ayah	correct
R005427	1	claimed_source	correct
R005427	2	matn	correct
R005427	2	isnad	correct
R005427	2	claimed_source	correct
R005427	3	matn	incorrect
R005427	4	matn	correct
R005427	4	isnad	correct
R005427	4	claimed_source	correct
R005427	5	Ayah	correct
R005427	5	claimed_source	correct
R005427	6	matn	incorrect
R005428	1	Ayah	correct
R005428	1	claimed_source	correct
R005428	2	matn	correct
R005428	2	isnad	correct
R005428	2	claimed_source	correct
R005428	3	matn	correct
R005428	3	isnad	correct
R005428	3	claimed_source	correct
R005428	4	matn	correct
R005428	4	isnad	correct
R005428	4	claimed_source	correct
R005429	1	Ayah	correct
R005429	1	claimed_source	correct
R005429	2	Ayah	correct
R005429	2	claimed_source	correct
R005429	3	Ayah	correct
R005429	3	claimed_source	correct
R005429	4	Ayah	correct
R005429	4	claimed_source	correct
R005429	5	Ayah	correct
R005429	5	claimed_source	correct
R005429	6	Ayah	correct
R005429	6	claimed_source	correct
R005429	7	matn	correct
R005429	7	claimed_source	correct
R005430	1	matn	correct
R005430	1	claimed_source	correct
R005430	2	Ayah	correct
R005430	2	claimed_source	correct
R005430	3	matn	correct
R005430	3	claimed_source	correct
R005431	1	Ayah	correct
R005431	1	claimed_source	correct
R005431	2	Ayah	correct
R005431	2	claimed_source	correct
R005431	3	matn	correct
R005431	3	isnad	correct
R005431	3	claimed_source	correct
R005431	4	matn	correct
R005431	4	claimed_source	correct
R005431	5	Ayah	correct
R005431	5	claimed_source	correct
R005432	1	Ayah	correct
R005432	1	claimed_source	correct
R005432	2	Ayah	correct
R005432	2	claimed_source	correct
R005432	3	matn	correct
R005432	3	claimed_source	correct
R005432	4	Ayah	correct
R005432	4	claimed_source	correct
R005433	1	Ayah	correct
R005433	1	claimed_source	correct
R005433	2	matn	correct
R005433	2	isnad	correct
R005433	2	claimed_source	correct
R005434	1	Ayah	correct
R005434	1	claimed_source	correct
R005434	2	Ayah	correct
R005434	2	claimed_source	correct
R005434	3	Ayah	correct
R005434	3	claimed_source	correct
R005434	4	matn	correct
R005434	4	isnad	correct
R005434	4	claimed_source	correct
R005434	5	matn	correct
R005434	5	isnad	incorrect
R005434	5	claimed_source	correct
R005434	6	matn	correct
R005434	6	isnad	correct
R005434	6	claimed_source	correct
R005434	7	Ayah	correct
R005434	7	claimed_source	correct
R005435	1	Ayah	correct
R005435	1	claimed_source	correct
R005435	2	matn	correct
R005435	2	claimed_source	correct
R005436	1	Ayah	correct
R005436	1	claimed_source	correct
R005436	2	matn	correct
R005436	2	claimed_source	correct
R005436	3	Ayah	correct
R005436	3	claimed_source	correct
R005436	4	matn	correct
R005436	4	claimed_source	correct
R005436	5	Ayah	correct
R005436	5	claimed_source	correct
R005437	1	matn	correct
R005437	1	claimed_source	correct
R005437	2	matn	correct
R005437	3	Ayah	correct
R005437	3	claimed_source	correct
R005437	4	Ayah	correct
R005437	4	claimed_source	correct
R005438	1	Ayah	correct
R005438	1	claimed_source	correct
R005438	2	Ayah	correct
R005438	2	claimed_source	correct
R005438	3	Ayah	correct
R005438	3	claimed_source	correct
R005438	4	matn	correct
R005438	4	isnad	correct
R005438	4	claimed_source	correct
R005438	5	matn	correct
R005438	5	isnad	correct
R005438	5	claimed_source	correct
R005438	6	matn	correct
R005438	6	isnad	correct
R005438	6	claimed_source	correct
R005439	1	Ayah	correct
R005439	1	claimed_source	correct
R005439	2	Ayah	correct
R005439	2	claimed_source	correct
R005439	3	matn	correct
R005439	3	isnad	correct
R005439	3	claimed_source	correct
R005439	4	matn	correct
R005439	4	isnad	correct
R005439	4	claimed_source	incorrect
R005440	1	Ayah	correct
R005440	1	claimed_source	correct
R005440	2	Ayah	correct
R005440	2	claimed_source	correct
R005440	3	Ayah	correct
R005440	3	claimed_source	correct
R005440	4	matn	correct
R005440	4	claimed_source	correct
R005440	5	matn	correct
R005440	5	claimed_source	correct
R005441	1	matn	correct
R005441	1	claimed_source	correct
R005441	2	matn	correct
R005441	2	claimed_source	correct
R005441	3	matn	correct
R005441	3	claimed_source	correct
R005441	4	Ayah	correct
R005441	4	claimed_source	correct
R005441	5	Ayah	correct
R005441	5	claimed_source	correct
R005441	6	Ayah	correct
R005441	6	claimed_source	correct
R005441	7	matn	correct
R005441	7	claimed_source	correct
R005442	1	Ayah	correct
R005442	1	claimed_source	correct
R005442	2	Ayah	correct
R005442	2	claimed_source	correct
R005442	3	Ayah	correct
R005442	3	claimed_source	correct
R005442	4	matn	incorrect
R005442	5	matn	correct
R005442	5	claimed_source	correct
R005442	6	matn	correct
R005442	6	claimed_source	incorrect
R005442	7	matn	correct
R005442	7	claimed_source	correct
R005443	1	Ayah	correct
R005443	1	claimed_source	correct
R005443	2	matn	correct
R005443	2	isnad	correct
R005443	2	claimed_source	correct
R005443	3	matn	correct
R005443	3	isnad	correct
R005443	3	claimed_source	correct
R005444	1	Ayah	correct
R005444	1	claimed_source	correct
R005444	2	Ayah	correct
R005444	2	claimed_source	correct
R005444	3	Ayah	correct
R005444	3	claimed_source	correct
R005444	4	matn	correct
R005444	4	isnad	correct
R005444	4	claimed_source	correct
R005444	5	Ayah	correct
R005444	5	claimed_source	correct
R005444	6	Ayah	correct
R005444	6	claimed_source	correct
R005444	7	matn	correct
R005444	7	claimed_source	correct
R005444	8	matn	correct
R005444	8	claimed_source	correct
R005445	1	Ayah	correct
R005445	1	claimed_source	correct
R005445	2	matn	correct
R005445	2	claimed_source	correct
R005445	3	matn	incorrect
R005445	4	matn	correct
R005445	4	claimed_source	correct
R005445	5	Ayah	correct
R005445	5	claimed_source	correct
R005445	6	Ayah	correct
R005445	6	claimed_source	correct
R005446	1	Ayah	correct
R005446	1	claimed_source	correct
R005446	2	Ayah	correct
R005446	2	claimed_source	correct
R005446	3	matn	correct
R005446	3	isnad	correct
R005446	3	claimed_source	correct
R005446	4	matn	correct
R005446	4	isnad	correct
R005446	4	claimed_source	correct
R005446	5	matn	correct
R005446	6	matn	correct
R005447	1	Ayah	correct
R005447	1	claimed_source	correct
R005447	2	Ayah	correct
R005447	2	claimed_source	correct
R005447	3	Ayah	correct
R005447	3	claimed_source	correct
R005447	4	Ayah	correct
R005447	4	claimed_source	correct
R005447	5	matn	correct
R005447	5	isnad	correct
R005447	5	claimed_source	correct
R005447	6	matn	correct
R005447	6	isnad	incorrect
R005447	6	claimed_source	correct
R005448	1	matn	correct
R005448	1	isnad	correct
R005448	1	claimed_source	correct
R005448	2	matn	correct
R005448	2	isnad	correct
R005448	2	claimed_source	correct
R005448	3	Ayah	correct
R005448	3	claimed_source	correct
R005448	4	matn	correct
R005448	4	claimed_source	correct
R005449	1	Ayah	correct
R005449	1	claimed_source	correct
R005449	2	Ayah	correct
R005449	2	claimed_source	correct
R005449	3	Ayah	correct
R005449	3	claimed_source	correct
R005449	4	Ayah	correct
R005449	4	claimed_source	correct
R005449	5	Ayah	correct
R005449	5	claimed_source	correct
R005449	6	matn	correct
R005449	6	claimed_source	correct
R005449	7	matn	correct
R005449	7	claimed_source	correct
R005450	1	Ayah	correct
R005450	1	claimed_source	correct
R005450	2	Ayah	correct
R005450	2	claimed_source	correct
R005450	3	matn	correct
R005450	3	claimed_source	correct
R005450	4	Ayah	correct
R005450	4	claimed_source	correct
R005450	5	Ayah	correct
R005450	5	claimed_source	correct
R005450	6	Ayah	correct
R005450	6	claimed_source	correct
R005450	7	Ayah	correct
R005450	7	claimed_source	correct
R005450	8	matn	correct
R005450	8	claimed_source	correct
R005450	9	Ayah	correct
R005450	9	claimed_source	correct
R005451	1	Ayah	correct
R005451	1	claimed_source	correct
R005451	2	Ayah	correct
R005451	2	claimed_source	correct
R005451	3	Ayah	correct
R005451	3	claimed_source	correct
R005451	4	Ayah	correct
R005451	4	claimed_source	correct
R005451	5	matn	correct
R005451	5	claimed_source	correct
R005451	6	Ayah	correct
R005451	6	claimed_source	correct
R005451	7	Ayah	correct
R005451	7	claimed_source	correct
R005451	8	matn	correct
R005451	8	claimed_source	correct
R005451	9	Ayah	correct
R005451	9	claimed_source	correct
R005451	10	Ayah	incorrect
R005451	10	claimed_source	correct
R005451	11	matn	correct
R005451	11	claimed_source	correct
R005451	12	matn	correct
R005451	12	claimed_source	correct
R005451	13	Ayah	correct
R005451	13	claimed_source	correct
R005452	1	matn	correct
R005452	1	claimed_source	correct
R005452	2	Ayah	correct
R005452	2	claimed_source	correct
R005452	3	Ayah	correct
R005452	3	claimed_source	correct
R005452	4	matn	correct
R005452	4	claimed_source	correct
R005452	5	Ayah	correct
R005452	5	claimed_source	correct
R005453	1	Ayah	correct
R005453	1	claimed_source	correct
R005453	2	matn	correct
R005453	2	claimed_source	correct
R005453	3	Ayah	correct
R005453	3	claimed_source	correct
R005453	4	matn	correct
R005453	4	isnad	correct
R005453	4	claimed_source	correct
R005454	1	Ayah	correct
R005454	1	claimed_source	correct
R005454	2	Ayah	correct
R005454	2	claimed_source	correct
R005454	3	Ayah	correct
R005454	3	claimed_source	correct
R005454	4	matn	correct
R005454	4	claimed_source	correct
R005454	5	matn	correct
R005454	5	claimed_source	correct
R005454	6	matn	correct
R005454	6	claimed_source	correct
R005455	1	Ayah	correct
R005455	1	claimed_source	correct
R005455	2	matn	correct
R005455	2	claimed_source	correct
R005455	3	Ayah	correct
R005455	3	claimed_source	correct
R005455	4	matn	incorrect
R005455	5	matn	correct
R005455	5	isnad	correct
R005455	5	claimed_source	correct
R005456	1	Ayah	correct
R005456	1	claimed_source	correct
R005456	2	Ayah	correct
R005456	2	claimed_source	correct
R005456	3	matn	correct
R005456	3	isnad	correct
R005456	3	claimed_source	correct
R005456	4	matn	correct
R005456	4	isnad	correct
R005456	4	claimed_source	correct
R005456	5	Ayah	correct
R005456	5	claimed_source	correct
R005457	1	Ayah	correct
R005457	1	claimed_source	correct
R005457	2	Ayah	correct
R005457	2	claimed_source	correct
R005457	3	Ayah	correct
R005457	3	claimed_source	correct
R005457	4	Ayah	correct
R005457	4	claimed_source	correct
R005457	5	Ayah	correct
R005457	5	claimed_source	correct
R005457	6	matn	correct
R005457	6	isnad	incorrect
R005457	6	claimed_source	correct
R005457	7	Ayah	correct
R005457	7	claimed_source	correct
R005457	8	Ayah	correct
R005457	8	claimed_source	correct
R005457	9	matn	correct
R005457	9	claimed_source	correct
R005457	10	matn	correct
R005457	10	claimed_source	correct
R005458	1	Ayah	correct
R005458	1	claimed_source	correct
R005458	2	Ayah	correct
R005458	2	claimed_source	correct
R005458	3	matn	correct
R005458	3	isnad	correct
R005458	3	claimed_source	correct
R005458	4	Ayah	incorrect
R005458	4	claimed_source	correct
R005458	5	Ayah	correct
R005458	5	claimed_source	correct
R005458	6	matn	correct
R005458	6	claimed_source	correct
R005459	1	Ayah	correct
R005459	1	claimed_source	correct
R005459	2	Ayah	correct
R005459	2	claimed_source	correct
R005459	3	Ayah	correct
R005459	3	claimed_source	correct
R005459	4	matn	correct
R005459	4	claimed_source	correct
R005460	1	matn	correct
R005460	1	claimed_source	correct
R005460	2	matn	correct
R005460	2	claimed_source	correct
R005460	3	Ayah	correct
R005460	3	claimed_source	correct
R005460	4	Ayah	correct
R005460	4	claimed_source	correct
R005461	1	Ayah	correct
R005461	1	claimed_source	correct
R005461	2	Ayah	correct
R005461	2	claimed_source	correct
R005461	3	matn	correct
R005461	3	claimed_source	correct
R005461	4	matn	correct
R005461	4	claimed_source	correct
R005461	5	Ayah	correct
R005461	5	claimed_source	correct
R005461	6	Ayah	correct
R005461	6	claimed_source	correct
R005461	7	Ayah	correct
R005461	7	claimed_source	correct
R005461	8	matn	correct
R005461	8	isnad	correct
R005461	8	claimed_source	correct
R005462	1	Ayah	correct
R005462	1	claimed_source	correct
R005462	2	Ayah	correct
R005462	2	claimed_source	correct
R005462	3	matn	incorrect
R005462	4	matn	correct
R005462	4	isnad	correct
R005462	4	claimed_source	correct
R005462	5	matn	correct
R005462	5	isnad	correct
R005462	5	claimed_source	correct
R005462	6	matn	correct
R005462	6	isnad	correct
R005462	6	claimed_source	correct
R005463	1	Ayah	correct
R005463	1	claimed_source	correct
R005463	2	matn	correct
R005463	2	isnad	correct
R005463	2	claimed_source	correct
R005463	3	Ayah	correct
R005463	3	claimed_source	correct
R005463	4	matn	correct
R005463	4	claimed_source	correct
R005464	1	Ayah	correct
R005464	1	claimed_source	correct
R005464	2	Ayah	correct
R005464	2	claimed_source	correct
R005464	3	matn	correct
R005464	3	isnad	correct
R005464	3	claimed_source	correct
R005464	4	matn	correct
R005464	4	claimed_source	correct
R005465	1	Ayah	correct
R005465	1	claimed_source	correct
R005465	2	Ayah	correct
R005465	2	claimed_source	correct
R005465	3	Ayah	correct
R005465	3	claimed_source	correct
R005465	4	Ayah	correct
R005465	4	claimed_source	correct
R005465	5	Ayah	correct
R005465	5	claimed_source	correct
R005465	6	Ayah	correct
R005465	6	claimed_source	correct
R005465	7	Ayah	correct
R005465	7	claimed_source	correct
R005465	8	matn	correct
R005465	8	claimed_source	correct
R005465	9	matn	correct
R005465	9	claimed_source	correct
R005465	10	Ayah	correct
R005465	10	claimed_source	correct
R005465	11	Ayah	correct
R005465	11	claimed_source	correct
R005465	12	Ayah	correct
R005465	12	claimed_source	correct
R005465	13	Ayah	correct
R005465	13	claimed_source	correct
R005465	14	matn	correct
R005465	14	claimed_source	correct
R005466	1	Ayah	correct
R005466	1	claimed_source	correct
R005466	2	matn	correct
R005466	2	claimed_source	correct
R005466	3	Ayah	correct
R005466	3	claimed_source	correct
R005466	4	matn	correct
R005466	4	claimed_source	correct
R005466	5	matn	correct
R005466	5	claimed_source	correct
R005467	1	matn	correct
R005467	1	claimed_source	correct
R005467	2	Ayah	correct
R005467	2	claimed_source	correct
R005467	3	Ayah	correct
R005467	3	claimed_source	correct
R005468	1	Ayah	correct
R005468	1	claimed_source	correct
R005468	2	Ayah	correct
R005468	2	claimed_source	correct
R005468	3	Ayah	correct
R005468	3	claimed_source	correct
R005468	4	matn	correct
R005468	4	claimed_source	correct
R005468	5	matn	correct
R005468	5	claimed_source	correct
R005469	1	Ayah	incorrect
R005469	1	claimed_source	correct
R005469	2	Ayah	correct
R005469	2	claimed_source	correct
R005469	3	Ayah	correct
R005469	3	claimed_source	correct
R005469	4	matn	correct
R005469	4	claimed_source	correct
R005469	5	matn	correct
R005469	5	isnad	correct
R005469	5	claimed_source	correct
R005470	1	Ayah	correct
R005470	1	claimed_source	correct
R005470	2	Ayah	correct
R005470	2	claimed_source	correct
R005470	3	Ayah	correct
R005470	3	claimed_source	correct
R005470	4	matn	correct
R005470	4	isnad	correct
R005470	4	claimed_source	correct
R005470	5	matn	correct
R005470	5	isnad	correct
R005470	5	claimed_source	correct
R005470	6	matn	correct
R005470	6	isnad	correct
R005470	6	claimed_source	correct
R005471	1	Ayah	correct
R005471	1	claimed_source	correct
R005471	2	Ayah	correct
R005471	2	claimed_source	correct
R005471	3	Ayah	correct
R005471	3	claimed_source	correct
R005471	4	Ayah	correct
R005471	4	claimed_source	correct
R005471	5	matn	incorrect
R005471	6	matn	incorrect
R005471	7	matn	correct
R005471	7	isnad	correct
R005471	7	claimed_source	correct
R005472	1	Ayah	correct
R005472	2	Ayah	correct
R005472	2	claimed_source	correct
R005472	3	matn	correct
R005472	3	isnad	correct
R005472	3	claimed_source	correct
R005473	1	matn	correct
R005473	1	claimed_source	correct
R005473	2	Ayah	correct
R005473	2	claimed_source	correct
R005473	3	Ayah	correct
R005473	3	claimed_source	correct
R005473	4	matn	correct
R005473	4	isnad	correct
R005473	4	claimed_source	correct
R005473	5	Ayah	correct
R005473	5	claimed_source	correct
R005473	6	Ayah	correct
R005473	6	claimed_source	correct
R005474	1	Ayah	correct
R005474	1	claimed_source	correct
R005474	2	Ayah	correct
R005474	2	claimed_source	correct
R005474	3	matn	correct
R005474	3	claimed_source	correct
R005474	4	Ayah	correct
R005474	4	claimed_source	correct
R005475	1	matn	correct
R005475	1	claimed_source	correct
R005475	2	matn	correct
R005475	2	isnad	correct
R005475	2	claimed_source	correct
R005475	3	matn	correct
R005475	3	claimed_source	correct
R005475	4	Ayah	correct
R005475	4	claimed_source	correct
R005475	5	Ayah	correct
R005475	5	claimed_source	correct
R005475	6	matn	correct
R005475	6	claimed_source	correct
R005475	7	matn	correct
R005475	7	claimed_source	correct
R005476	1	matn	correct
R005476	1	isnad	correct
R005476	1	claimed_source	correct
R005476	2	Ayah	correct
R005476	2	claimed_source	correct
R005476	3	Ayah	incorrect
R005476	3	claimed_source	correct
R005477	1	matn	correct
R005477	1	isnad	correct
R005477	1	claimed_source	correct
R005477	2	matn	correct
R005477	2	isnad	correct
R005477	2	claimed_source	correct
R005477	3	Ayah	correct
R005477	3	claimed_source	correct
R005477	4	matn	correct
R005477	4	claimed_source	correct
R005478	1	Ayah	correct
R005478	1	claimed_source	correct
R005478	2	Ayah	correct
R005478	2	claimed_source	correct
R005478	3	Ayah	correct
R005478	3	claimed_source	correct
R005478	4	Ayah	correct
R005478	4	claimed_source	correct
R005478	5	matn	incorrect
R005478	6	Ayah	correct
R005478	6	claimed_source	correct
R005478	7	Ayah	correct
R005478	7	claimed_source	correct
R005478	8	matn	correct
R005478	8	claimed_source	correct
R005478	9	Ayah	correct
R005478	9	claimed_source	correct
R005478	10	Ayah	correct
R005478	10	claimed_source	correct
R005478	11	matn	correct
R005478	11	claimed_source	correct
R005478	12	Ayah	correct
R005478	12	claimed_source	correct
R005478	13	matn	correct
R005478	13	claimed_source	correct
R005478	14	Ayah	correct
R005478	14	claimed_source	correct
R005478	15	Ayah	correct
R005478	15	claimed_source	correct
R005478	16	matn	correct
R005478	16	claimed_source	correct
R005478	17	Ayah	correct
R005478	17	claimed_source	correct
R005478	18	matn	correct
R005478	18	claimed_source	correct
R005478	19	Ayah	correct
R005478	19	claimed_source	correct
R005478	20	Ayah	correct
R005478	20	claimed_source	correct
R005478	21	matn	incorrect
R005479	1	Ayah	correct
R005479	1	claimed_source	correct
R005479	2	Ayah	correct
R005479	2	claimed_source	correct
R005479	3	matn	correct
R005479	3	isnad	correct
R005479	3	claimed_source	correct
R005479	4	matn	correct
R005479	4	isnad	correct
R005479	4	claimed_source	correct
R005480	1	Ayah	correct
R005480	1	claimed_source	correct
R005480	2	Ayah	correct
R005480	2	claimed_source	correct
R005480	3	Ayah	correct
R005480	3	claimed_source	correct
R005480	4	Ayah	correct
R005480	4	claimed_source	correct
R005480	5	matn	correct
R005480	5	claimed_source	correct
R005480	6	matn	correct
R005480	6	claimed_source	correct
R005481	1	Ayah	correct
R005481	1	claimed_source	correct
R005481	2	Ayah	correct
R005481	2	claimed_source	correct
R005481	3	Ayah	correct
R005481	3	claimed_source	correct
R005481	4	Ayah	correct
R005481	4	claimed_source	correct
R005481	5	matn	incorrect
R005481	6	matn	correct
R005481	6	claimed_source	correct
R005481	7	matn	correct
R005481	7	claimed_source	correct
R005481	8	Ayah	correct
R005481	8	claimed_source	correct
R005481	9	Ayah	correct
R005481	9	claimed_source	correct
R005481	10	Ayah	incorrect
R005481	10	claimed_source	correct
R005481	11	Ayah	correct
R005481	11	claimed_source	correct
R005482	1	Ayah	correct
R005482	1	claimed_source	correct
R005482	2	Ayah	correct
R005482	2	claimed_source	correct
R005482	3	matn	correct
R005482	3	claimed_source	correct
R005482	4	Ayah	correct
R005482	4	claimed_source	correct
R005482	5	matn	correct
