Response_ID	Annotation_ID	Segment_Type	Span_Start	Span_End
R004994	3	isnad	764	795
R004994	3	claimed_source	902	928
R004995	1	Ayah	422	463
R004995	1	claimed_source	476	498
R004995	2	matn	534	602
R004995	2	isnad	502	528
R004995	2	claimed_source	611	637
R004995	3	matn	684	713
R004995	3	claimed_source	719	745
R004995	4	Ayah	883	918
R004995	4	claimed_source	931	954
R004995	5	Ayah	974	1011
R004995	5	claimed_source	1024	1046
R004996	1	matn	255	344
R004996	1	claimed_source	350	376
R004996	2	matn	398	475
R004996	2	claimed_source	481	494
R004996	3	Ayah	795	860
R004996	3	claimed_source	866	896
R004996	4	Ayah	988	1054
R004996	4	claimed_source	1060	1093
R004996	5	Ayah	1113	1216
R004996	5	claimed_source	1222	1249
R004996	6	matn	1284	1366
R004996	6	claimed_source	1372	1415
R004996	7	matn	1431	1496
R004996	7	claimed_source	1502	1515
R004997	1	Ayah	1128	1200
R004997	1	claimed_source	1205	1226
R004997	2	Ayah	1293	1439
R004997	2	claimed_source	1444	1466
R004997	3	matn	1631	1754
R004997	3	isnad	1551	1627
R004997	3	claimed_source	1759	1777
R004997	4	matn	2091	2130
R004997	4	isnad	2015	2087
R004997	4	claimed_source	2135	2174
R004998	1	matn	211	255
R004998	1	claimed_source	261	309
R004998	2	matn	339	412
R004998	2	claimed_source	418	431
R004998	3	Ayah	535	576
R004998	3	claimed_source	582	611
R004998	4	Ayah	779	825
R004998	4	claimed_source	831	858
R004998	5	matn	1320	1335
R004998	5	claimed_source	1341	1392
R004999	1	matn	16	39
R004999	2	Ayah	510	590
R004999	2	claimed_source	600	622
R004999	3	Ayah	644	689
R004999	3	claimed_source	699	721
R004999	4	Ayah	773	853
R004999	4	claimed_source	863	883
R004999	5	matn	914	1076
R004999	5	claimed_source	1083	1101
R004999	6	matn	1187	1322
R004999	6	claimed_source	1329	1338
R005000	1	Ayah	656	722
R005000	1	claimed_source	727	750
R005000	2	matn	834	860
R005000	2	isnad	782	830
R005000	2	claimed_source	865	874
R005000	3	matn	912	1051
R005000	3	isnad	880	908
R005000	3	claimed_source	1056	1074
R005000	4	matn	1496	1593
R005000	4	isnad	1439	1492
R005000	4	claimed_source	1598	1651
R005000	5	Ayah	2091	2157
R005000	5	claimed_source	2162	2185
R005001	1	matn	766	868
R005001	1	isnad	688	762
R005001	1	claimed_source	873	882
R005001	2	Ayah	1558	1633
R005001	2	claimed_source	1638	1657
R005001	3	Ayah	1700	1774
R005001	3	claimed_source	1779	1798
R005001	4	matn	1903	2087
R005001	4	isnad	1831	1899
R005001	4	claimed_source	2092	2149
R005001	5	matn	2389	2485
R005001	5	isnad	2319	2385
R005001	5	claimed_source	2490	2538
R005002	1	matn	91	113
R005002	1	claimed_source	117	184
R005002	2	Ayah	246	273
R005002	2	claimed_source	277	304
R005002	3	Ayah	321	354
R005002	3	claimed_source	358	385
R005003	1	matn	766	1242
R005003	1	isnad	729	765
R005003	1	claimed_source	1260	1339
R005003	2	Ayah	1702	1747
R005003	2	claimed_source	1753	1774
R005003	3	Ayah	2028	2144
R005003	3	claimed_source	2150	2171
R005003	4	Ayah	2271	2434
R005003	4	claimed_source	2440	2461
R005004	1	Ayah	420	473
R005004	1	claimed_source	481	508
R005004	2	Ayah	953	977
R005004	2	claimed_source	985	1012
R005004	3	Ayah	1270	1379
R005004	3	claimed_source	1387	1417
R005004	4	matn	1673	1696
R005004	4	claimed_source	1704	1717
R005004	5	Ayah	2118	2157
R005004	5	claimed_source	2165	2191
R005004	6	Ayah	2203	2247
R005004	6	claimed_source	2255	2280
R005005	1	Ayah	281	337
R005005	1	claimed_source	343	371
R005005	2	matn	457	523
R005005	2	claimed_source	529	559
R005005	3	Ayah	944	1018
R005005	3	claimed_source	1024	1052
R005005	4	Ayah	1224	1291
R005005	4	claimed_source	1297	1327
R005005	5	matn	1515	1587
R005005	5	claimed_source	1593	1619
R005005	6	matn	1800	1846
R005005	6	claimed_source	1852	1878
R005006	1	Ayah	255	445
R005006	1	claimed_source	451	481
R005006	2	Ayah	624	686
R005006	2	claimed_source	692	721
R005006	3	matn	796	845
R005006	3	claimed_source	861	897
R005006	4	matn	956	1009
R005006	4	claimed_source	1025	1047
R005006	5	Ayah	1735	1791
R005006	5	claimed_source	1797	1828
R005006	6	Ayah	1848	1880
R005006	6	claimed_source	1886	1914
R005006	7	matn	1969	2013
R005006	7	claimed_source	2029	2046
R005006	8	Ayah	2280	2386
R005006	8	claimed_source	2392	2423
R005006	9	Ayah	2443	2571
R005006	9	claimed_source	2577	2608
R005006	10	matn	2628	2759
R005006	10	claimed_source	2775	2779
R005007	1	matn	654	786
R005007	1	isnad	614	650
R005007	1	claimed_source	791	800
R005007	2	Ayah	1501	1665
R005007	2	claimed_source	1670	1692
R005007	3	matn	2252	2359
R005007	3	claimed_source	2364	2399
R005008	1	Ayah	30	71
R005008	2	Ayah	245	320
R005008	2	claimed_source	330	353
R005008	3	Ayah	517	584
R005008	3	claimed_source	597	616
R005008	4	Ayah	683	726
R005008	4	claimed_source	739	759
R005008	5	Ayah	786	888
R005008	5	claimed_source	901	926
R005008	6	Ayah	1004	1094
R005008	6	claimed_source	1107	1126
R005008	7	Ayah	1279	1312
R005008	7	claimed_source	1325	1348
R005008	8	matn	1693	1773
R005008	8	claimed_source	1783	1796
R005008	9	matn	1835	1900
R005008	9	claimed_source	1910	1919
R005009	1	Ayah	534	703
R005009	1	claimed_source	708	730
R005009	2	Ayah	913	1133
R005009	2	claimed_source	1138	1160
R005009	3	matn	1248	1372
R005009	3	claimed_source	1377	1395
R005009	4	Ayah	1564	1757
R005009	4	claimed_source	1762	1784
R005009	5	matn	1829	1933
R005009	5	claimed_source	1938	1947
R005009	6	Ayah	2094	2340
R005009	6	claimed_source	2345	2366
R005009	7	matn	2457	2559
R005009	7	claimed_source	2564	2573
R005009	8	Ayah	2726	2793
R005009	8	claimed_source	2798	2820
R005009	9	matn	3025	3263
R005009	9	claimed_source	3268	3286
R005010	1	Ayah	635	729
R005010	1	claimed_source	734	756
R005010	2	Ayah	1427	1478
R005010	2	claimed_source	1483	1505
R005010	3	Ayah	1532	1585
R005010	3	claimed_source	1590	1609
R005010	4	matn	1884	1904
R005010	4	claimed_source	1909	1938
R005010	5	matn	2257	2337
R005010	5	claimed_source	2342	2360
R005010	6	matn	2839	2894
R005010	6	claimed_source	2899	2917
R005011	1	Ayah	375	581
R005011	1	claimed_source	591	613
R005011	2	Ayah	794	885
R005011	2	claimed_source	895	916
R005011	3	Ayah	1065	1166
R005011	3	claimed_source	1176	1200
R005011	4	matn	1241	1400
R005011	4	claimed_source	1410	1419
R005011	5	matn	1520	1542
R005011	5	claimed_source	1552	1570
R005011	6	matn	2345	2372
R005011	6	claimed_source	2382	2394
R005012	1	Ayah	566	629
R005012	1	claimed_source	634	656
R005012	2	Ayah	677	723
R005012	2	claimed_source	728	750
R005012	3	Ayah	807	855
R005012	3	claimed_source	860	879
R005012	4	matn	1096	1199
R005012	4	isnad	1029	1092
R005012	4	claimed_source	1204	1216
R005012	5	matn	1321	1425
R005012	5	claimed_source	1430	1448
R005013	1	Ayah	677	822
R005013	1	claimed_source	827	845
R005013	2	matn	987	1147
R005013	2	claimed_source	1152	1161
R005013	3	Ayah	1459	1630
R005013	3	claimed_source	1635	1649
R005013	4	Ayah	1711	1853
R005013	4	claimed_source	1858	1872
R005013	5	matn	1977	2131
R005013	5	claimed_source	2136	2154
R005013	6	matn	2491	2529
R005013	6	claimed_source	2534	2562
R005013	7	Ayah	2931	3001
R005013	7	claimed_source	3006	3021
R005014	1	matn	518	619
R005014	1	claimed_source	624	642
R005014	2	Ayah	751	865
R005014	2	claimed_source	870	891
R005014	3	matn	1064	1133
R005014	3	isnad	1027	1060
R005014	3	claimed_source	1138	1181
R005014	4	matn	1397	1488
R005014	4	claimed_source	1493	1531
R005014	5	matn	1659	1806
R005014	5	isnad	1623	1655
R005014	5	claimed_source	1811	1838
R005014	6	Ayah	1993	2066
R005014	6	claimed_source	2071	2090
R005014	7	matn	2148	2246
R005014	7	claimed_source	2251	2299
R005014	8	matn	2662	2685
R005014	8	claimed_source	2690	2708
R005015	1	Ayah	433	581
R005015	1	claimed_source	587	617
R005015	2	matn	807	861
R005015	2	isnad	760	801
R005015	2	claimed_source	867	893
R005016	1	Ayah	706	815
R005016	1	claimed_source	825	846
R005016	2	Ayah	868	894
R005016	2	claimed_source	904	926
R005016	3	Ayah	947	1135
R005016	3	claimed_source	1145	1167
R005016	4	Ayah	1357	1437
R005016	4	claimed_source	1447	1470
R005016	5	matn	1636	1663
R005016	5	claimed_source	1747	1760
R005016	6	Ayah	2358	2386
R005016	6	claimed_source	2396	2414
R005016	7	Ayah	2684	2753
R005016	7	claimed_source	2763	2782
R005016	8	Ayah	2951	3003
R005016	8	claimed_source	3013	3032
R005016	9	matn	3758	3816
R005016	9	claimed_source	3826	3844
R005016	10	matn	3936	3989
R005016	10	claimed_source	3999	4008
R005017	1	Ayah	630	745
R005017	1	claimed_source	751	774
R005017	2	matn	1099	1159
R005017	2	isnad	1017	1095
R005017	2	claimed_source	1165	1183
R005017	3	Ayah	1473	1576
R005017	3	claimed_source	1582	1602
R005017	4	Ayah	1659	1737
R005017	4	claimed_source	1743	1763
R005017	5	matn	3103	3195
R005017	5	claimed_source	3201	3228
R005018	1	Ayah	670	716
R005018	1	claimed_source	722	752
R005018	2	Ayah	900	1007
R005018	2	claimed_source	1013	1043
R005018	3	Ayah	1064	1118
R005018	3	claimed_source	1124	1154
R005018	4	matn	1239	1363
R005018	4	isnad	1190	1233
R005018	4	claimed_source	1369	1386
R005019	1	Ayah	216	281
R005019	1	claimed_source	287	317
R005019	2	matn	879	916
R005019	2	isnad	820	873
R005019	2	claimed_source	922	948
R005019	3	Ayah	1164	1247
R005019	3	claimed_source	1253	1281
R005019	4	matn	1484	1726
R005019	4	isnad	1388	1478
R005019	4	claimed_source	1732	1758
R005020	1	Ayah	718	1121
R005020	1	claimed_source	1126	1148
R005020	2	matn	1320	1603
R005020	2	claimed_source	1609	1621
R005020	3	matn	2021	2130
R005020	3	claimed_source	2136	2184
R005021	1	Ayah	473	539
R005021	1	claimed_source	542	558
R005021	2	Ayah	651	726
R005021	2	claimed_source	729	739
R005021	3	matn	867	915
R005021	3	isnad	777	863
R005021	3	claimed_source	918	927
R005021	4	matn	1318	1424
R005021	4	isnad	1238	1314
R005021	4	claimed_source	1427	1445
R005021	5	matn	1928	2071
R005021	5	isnad	1879	1924
R005021	5	claimed_source	2074	2083
R005022	1	Ayah	188	243
R005022	1	claimed_source	251	282
R005022	2	Ayah	545	620
R005022	2	claimed_source	628	657
R005022	3	Ayah	861	940
R005022	3	claimed_source	948	975
R005022	4	Ayah	995	1060
R005022	4	claimed_source	1068	1097
R005022	5	Ayah	1234	1309
R005022	5	claimed_source	1317	1347
R005022	6	Ayah	1367	1430
R005022	6	claimed_source	1438	1470
R005022	7	matn	1511	1547
R005022	7	claimed_source	1555	1580
R005022	8	matn	1671	1726
R005022	8	claimed_source	1734	1750
R005022	9	Ayah	2043	2126
R005022	9	claimed_source	2134	2166
R005023	1	Ayah	118	196
R005023	1	claimed_source	201	224
R005023	2	Ayah	624	736
R005023	2	claimed_source	741	760
R005023	3	Ayah	1004	1186
R005023	3	claimed_source	1191	1215
R005023	4	Ayah	1234	1273
R005023	4	claimed_source	1278	1299
R005023	5	matn	1373	1878
R005023	5	isnad	1327	1369
R005023	5	claimed_source	1883	1895
R005023	6	Ayah	2069	2208
R005023	6	claimed_source	2213	2232
R005023	7	Ayah	2797	2830
R005024	1	Ayah	502	560
R005024	1	claimed_source	566	592
R005024	2	Ayah	615	661
R005024	2	claimed_source	667	696
R005024	3	Ayah	719	798
R005024	3	claimed_source	804	829
R005024	4	matn	968	981
R005024	4	claimed_source	987	998
R005024	5	matn	1016	1111
R005024	5	claimed_source	1117	1131
R005024	6	Ayah	1418	1446
R005024	6	claimed_source	1452	1481
R005025	1	Ayah	750	935
R005025	1	claimed_source	938	952
R005025	2	Ayah	980	1189
R005025	2	claimed_source	1192	1208
R005025	3	matn	1498	1830
R005025	3	claimed_source	1833	1842
R005025	4	matn	2493	2527
R005025	4	claimed_source	2530	2548
R005025	5	matn	2568	2625
R005025	5	claimed_source	2628	2667
R005025	6	Ayah	2942	3029
R005025	6	claimed_source	3032	3048
R005026	1	Ayah	537	615
R005026	1	claimed_source	628	651
R005026	2	matn	979	1058
R005026	2	isnad	903	975
R005026	2	claimed_source	1071	1101
R005027	1	Ayah	204	265
R005027	1	claimed_source	271	299
R005027	2	Ayah	319	363
R005027	2	claimed_source	369	399
R005027	3	matn	421	516
R005027	3	claimed_source	522	548
R005027	4	Ayah	1139	1234
R005027	4	claimed_source	1240	1270
R005027	5	matn	2400	2418
R005027	5	claimed_source	2424	2450
R005027	6	matn	2466	2536
R005027	6	claimed_source	2542	2558
R005027	7	Ayah	2859	2935
R005027	7	claimed_source	2941	2971
R005027	8	matn	3107	3166
R005027	8	claimed_source	3172	3188
R005028	1	Ayah	1009	1060
R005028	1	claimed_source	1068	1089
R005028	2	Ayah	1108	1180
R005028	2	claimed_source	1188	1210
R005028	3	Ayah	1403	1557
R005028	3	claimed_source	1565	1585
R005028	4	Ayah	1604	1708
R005028	4	claimed_source	1716	1736
R005028	5	matn	2008	2023
R005028	5	claimed_source	2031	2089
R005028	6	Ayah	2329	2377
R005028	6	claimed_source	2385	2407
R005028	7	matn	3208	3262
R005028	7	claimed_source	3270	3311
R005028	8	Ayah	3493	3556
R005028	8	claimed_source	3564	3586
R005028	9	Ayah	3605	3653
R005028	9	claimed_source	3661	3680
R005029	1	Ayah	204	339
R005029	1	claimed_source	352	368
R005029	2	matn	449	486
R005029	2	claimed_source	492	520
R005029	3	Ayah	894	975
R005029	3	claimed_source	988	1004
R005029	4	matn	1225	1323
R005029	4	isnad	1180	1222
R005029	4	claimed_source	1329	1355
R005030	1	Ayah	301	350
R005030	1	claimed_source	360	382
R005030	2	Ayah	404	447
R005030	2	claimed_source	457	479
R005030	3	matn	726	743
R005030	3	claimed_source	753	765
R005030	4	matn	949	1006
R005030	4	claimed_source	1016	1028
R005030	5	matn	1195	1301
R005030	5	claimed_source	1311	1329
R005031	1	Ayah	307	348
R005031	1	claimed_source	358	379
R005031	2	Ayah	401	468
R005031	2	claimed_source	478	500
R005031	3	matn	643	702
R005031	3	isnad	584	637
R005031	3	claimed_source	712	730
R005031	4	matn	782	874
R005031	4	isnad	735	776
R005031	4	claimed_source	884	893
R005032	1	matn	373	753
R005032	1	isnad	334	370
R005032	1	claimed_source	761	779
R005032	2	matn	1317	1535
R005032	2	isnad	1285	1314
R005032	2	claimed_source	1543	1561
R005032	3	Ayah	1648	1778
R005032	3	claimed_source	1786	1808
R005033	1	Ayah	546	651
R005033	1	claimed_source	493	516
R005033	2	Ayah	849	890
R005033	2	claimed_source	817	840
R005033	3	Ayah	1049	1154
R005033	3	claimed_source	1019	1040
R005033	4	Ayah	1427	1512
R005033	4	claimed_source	1398	1421
R005033	5	matn	1980	2019
R005033	5	isnad	1922	1973
R005033	5	claimed_source	2025	2043
R005033	6	matn	2321	2423
R005033	6	isnad	2266	2314
R005033	6	claimed_source	2429	2461
R005034	1	Ayah	352	470
R005034	1	claimed_source	476	510
R005034	2	Ayah	555	604
R005034	2	claimed_source	610	641
R005034	3	matn	748	775
R005034	3	claimed_source	781	807
R005034	4	matn	934	1006
R005034	4	claimed_source	1012	1038
R005034	5	Ayah	1992	2051
R005034	5	claimed_source	2057	2085
R005035	1	Ayah	717	783
R005035	1	claimed_source	788	808
R005035	2	matn	986	1066
R005035	2	claimed_source	1071	1089
R005035	3	Ayah	1447	1499
R005035	3	claimed_source	1504	1523
R005035	4	Ayah	1613	1668
R005035	4	claimed_source	1673	1693
R005035	5	matn	1789	1833
R005035	5	claimed_source	1838	1856
R005035	6	matn	2394	2422
R005035	6	claimed_source	2427	2445
R005035	7	matn	2691	2712
R005035	7	claimed_source	2717	2753
R005036	1	Ayah	527	629
R005036	1	claimed_source	634	650
R005036	2	Ayah	676	742
R005036	2	claimed_source	747	762
R005036	3	matn	985	1005
R005036	3	claimed_source	1010	1051
R005036	4	matn	1167	1384
R005036	4	claimed_source	1389	1420
R005036	5	Ayah	1688	1754
R005036	5	claimed_source	1759	1776
R005036	6	Ayah	1971	2095
R005036	6	claimed_source	2100	2119
R005036	7	matn	2476	2578
R005036	7	claimed_source	2583	2601
R005037	1	Ayah	723	774
R005037	1	claimed_source	779	803
R005037	2	Ayah	920	1045
R005037	2	claimed_source	1050	1069
R005037	3	matn	1164	1438
R005037	3	isnad	1106	1160
R005037	3	claimed_source	1443	1461
R005037	4	matn	1522	1677
R005037	4	isnad	1473	1518
R005037	4	claimed_source	1682	1719
R005037	5	Ayah	2133	2195
R005037	5	claimed_source	2200	2220
R005037	6	Ayah	2271	2365
R005037	6	claimed_source	2370	2391
R005037	7	matn	2493	2733
R005037	7	isnad	2428	2489
R005037	7	claimed_source	2738	2747
R005037	8	matn	2791	2880
R005037	8	claimed_source	2885	2903
R005038	1	Ayah	587	749
R005038	1	claimed_source	754	775
R005038	2	Ayah	795	921
R005038	2	claimed_source	926	948
R005038	3	matn	1241	1363
R005038	3	claimed_source	1368	1386
R005038	4	Ayah	1874	1998
R005038	4	claimed_source	2003	2025
R005038	5	Ayah	2068	2124
R005038	5	claimed_source	2129	2149
R005038	6	Ayah	2721	2908
R005038	6	claimed_source	2913	2934
R005038	7	matn	2999	3085
R005038	7	isnad	2964	2997
R005038	7	claimed_source	3090	3112
R005039	1	Ayah	391	527
R005039	1	claimed_source	534	552
R005039	2	Ayah	698	742
R005039	2	claimed_source	749	773
R005039	3	Ayah	944	1000
R005039	3	claimed_source	1007	1031
R005039	4	Ayah	1204	1350
R005039	4	claimed_source	1356	1377
R005039	5	matn	1652	1872
R005039	5	isnad	1573	1649
R005039	5	claimed_source	1877	1895
R005039	6	matn	2079	2226
R005039	6	isnad	2026	2076
R005039	6	claimed_source	2231	2280
R005039	7	matn	2527	2827
R005039	7	isnad	2470	2524
R005039	7	claimed_source	2832	2886
R005039	8	matn	2992	3195
R005039	8	isnad	2949	2991
R005039	8	claimed_source	3199	3208
R005040	1	Ayah	698	764
R005040	1	claimed_source	769	786
R005040	2	matn	978	1026
R005040	2	claimed_source	1031	1040
R005040	3	Ayah	1186	1228
R005040	3	claimed_source	1233	1248
R005040	4	Ayah	1681	1758
R005040	4	claimed_source	1763	1785
R005040	5	matn	2050	2384
R005040	5	isnad	2009	2043
R005040	5	claimed_source	2389	2407
R005041	1	Ayah	546	613
R005041	1	claimed_source	618	639
R005041	2	Ayah	691	860
R005041	2	claimed_source	865	888
R005041	3	matn	1109	1206
R005041	3	isnad	1008	1104
R005041	3	claimed_source	1211	1229
R005041	4	matn	1474	1510
R005041	4	isnad	1409	1470
R005041	4	claimed_source	1515	1524
R005042	1	Ayah	309	361
R005042	1	claimed_source	371	392
R005042	2	Ayah	413	461
R005042	2	claimed_source	471	491
R005042	3	Ayah	691	881
R005042	3	claimed_source	891	913
R005042	4	Ayah	1131	1222
R005042	4	claimed_source	1232	1253
R005042	5	matn	1456	1501
R005042	5	isnad	1414	1450
R005042	5	claimed_source	1511	1529
R005042	6	matn	1663	1691
R005042	6	claimed_source	1701	1719
R005042	7	matn	1736	1769
R005042	7	claimed_source	1779	1791
R005042	8	matn	2757	2777
R005042	8	claimed_source	2787	2805
R005043	1	Ayah	1131	1247
R005043	1	claimed_source	1250	1266
R005043	2	Ayah	1464	1494
R005043	2	claimed_source	1497	1512
R005043	3	Ayah	1554	1681
R005043	3	claimed_source	1684	1698
R005043	4	matn	2079	2206
R005043	4	isnad	2043	2075
R005043	4	claimed_source	2293	2311
R005043	5	matn	2563	2665
R005043	5	isnad	2534	2559
R005043	5	claimed_source	2672	2690
R005043	6	matn	2911	3046
R005043	6	isnad	2877	2910
R005043	6	claimed_source	3050	3062
R005044	1	Ayah	741	797
R005044	1	claimed_source	800	812
R005044	2	Ayah	980	1028
R005044	2	claimed_source	1031	1047
R005044	3	matn	1208	1246
R005044	3	isnad	1154	1204
R005044	3	claimed_source	1251	1279
R005044	4	Ayah	1640	1720
R005044	4	claimed_source	1723	1737
R005044	5	Ayah	1799	1901
R005044	5	claimed_source	1904	1920
R005044	6	Ayah	2049	2148
R005044	6	claimed_source	2151	2167
R005044	7	matn	2258	2282
R005044	7	claimed_source	2287	2317
R005044	8	Ayah	2727	2773
R005044	8	claimed_source	2776	2792
R005044	9	matn	3034	3103
R005044	9	isnad	3000	3030
R005044	9	claimed_source	3108	3117
R005045	1	Ayah	126	167
R005045	1	claimed_source	177	198
R005045	2	Ayah	220	285
R005045	2	claimed_source	295	317
R005045	3	matn	402	493
R005045	3	isnad	341	396
R005045	3	claimed_source	503	521
R005045	4	matn	561	634
R005045	4	isnad	526	560
R005045	4	claimed_source	643	661
R005045	5	matn	839	879
R005045	5	claimed_source	891	904
R005045	6	matn	1013	1061
R005045	6	claimed_source	1071	1080
R005046	1	Ayah	603	782
R005046	1	claimed_source	787	808
R005046	2	matn	1194	1451
R005046	2	isnad	1153	1190
R005046	2	claimed_source	1457	1475
R005046	3	matn	1817	1863
R005046	3	claimed_source	2007	2016
R005046	4	matn	1882	2001
R005047	1	matn	63	76
R005047	2	matn	295	370
R005047	2	isnad	248	291
R005047	2	claimed_source	375	384
R005047	3	Ayah	953	1103
R005047	3	claimed_source	1106	1122
R005047	4	Ayah	1344	1444
R005047	4	claimed_source	1447	1452
R005047	5	Ayah	1644	1745
R005047	5	claimed_source	1748	1760
R005047	6	matn	1796	1890
R005047	6	claimed_source	1895	1913
R005047	7	Ayah	2171	2269
R005047	7	claimed_source	2272	2282
R005047	8	Ayah	2525	2590
R005047	8	claimed_source	2593	2604
R005047	9	Ayah	2620	2668
R005047	9	claimed_source	2671	2679
R005047	10	matn	2715	2780
R005047	10	claimed_source	2785	2803
R005047	11	Ayah	3049	3079
R005047	11	claimed_source	3082	3093
R005047	12	Ayah	3128	3188
R005047	12	claimed_source	3191	3202
R005047	13	matn	3555	3592
R005047	13	claimed_source	3597	3615
R005048	1	Ayah	667	905
R005048	1	claimed_source	634	655
R005048	2	matn	1430	1522
R005048	2	claimed_source	1528	1546
R005048	3	Ayah	1841	1917
R005048	3	claimed_source	1807	1829
R005048	4	matn	2262	2339
R005048	4	claimed_source	2345	2354
R005048	5	Ayah	2787	2913
R005048	5	claimed_source	2759	2780
R005048	6	Ayah	3232	3413
R005048	6	claimed_source	3204	3224
R005049	1	Ayah	360	477
R005049	1	claimed_source	485	514
R005049	2	matn	649	902
R005049	2	isnad	606	641
R005049	2	claimed_source	921	949
R005049	3	matn	980	1093
R005049	3	isnad	955	979
R005049	3	claimed_source	1113	1121
R005049	4	matn	1561	1581
R005049	4	isnad	1530	1555
R005049	4	claimed_source	1599	1622
R005049	5	Ayah	2559	2625
R005049	5	claimed_source	2633	2663
R005050	1	Ayah	225	305
R005050	1	claimed_source	315	335
R005050	2	Ayah	439	470
R005050	2	claimed_source	480	502
R005050	3	Ayah	607	735
R005050	3	claimed_source	745	767
R005050	4	Ayah	788	949
R005050	4	claimed_source	959	979
R005050	5	Ayah	1001	1118
R005050	5	claimed_source	1128	1152
R005050	6	Ayah	1302	1414
R005050	6	claimed_source	1424	1446
R005050	7	matn	1549	1573
R005050	7	claimed_source	1583	1605
R005050	8	matn	1726	1747
R005050	8	claimed_source	1757	1775
R005050	9	Ayah	2128	2159
R005050	9	claimed_source	2169	2192
R005050	10	Ayah	2729	2773
R005050	10	claimed_source	2783	2805
R005051	1	Ayah	433	554
R005051	1	claimed_source	559	579
R005051	2	matn	662	756
R005051	2	claimed_source	761	809
R005051	3	Ayah	995	1129
R005051	3	claimed_source	1134	1156
R005051	4	matn	1494	1680
R005051	4	claimed_source	1685	1703
R005051	5	Ayah	1961	1989
R005051	5	claimed_source	1997	2017
R005051	6	matn	2160	2193
R005051	6	isnad	2045	2158
R005051	6	claimed_source	2198	2220
R005051	7	Ayah	2568	2628
R005051	7	claimed_source	2636	2657
R005051	8	matn	2744	2815
R005051	8	claimed_source	2820	2838
R005052	1	Ayah	384	430
R005052	1	claimed_source	436	466
R005052	2	Ayah	487	594
R005052	2	claimed_source	600	630
R005052	3	matn	665	769
R005052	3	isnad	634	659
R005052	3	claimed_source	775	788
R005052	4	matn	1156	1253
R005052	4	isnad	1127	1150
R005052	4	claimed_source	1259	1285
R005052	5	matn	1635	1665
R005052	5	claimed_source	1674	1717
R005052	6	Ayah	2168	2248
R005052	6	claimed_source	2257	2287
R005053	1	matn	259	308
R005053	1	claimed_source	313	322
R005053	2	Ayah	753	789
R005053	2	claimed_source	794	816
R005053	3	Ayah	919	990
R005053	3	claimed_source	995	1016
R005053	4	matn	1775	1901
R005053	4	claimed_source	1906	1918
R005054	1	Ayah	241	286
R005054	1	claimed_source	292	322
R005054	2	Ayah	476	558
R005054	2	claimed_source	564	591
R005054	3	matn	1515	1570
R005054	3	claimed_source	1576	1592
R005055	1	Ayah	498	629
R005055	1	claimed_source	642	657
R005055	2	matn	788	823
R005055	2	isnad	738	782
R005055	2	claimed_source	829	846
R005056	1	Ayah	641	707
R005056	1	claimed_source	712	734
R005056	2	matn	1008	1097
R005056	2	claimed_source	1102	1120
R005057	1	Ayah	135	262
R005057	1	claimed_source	273	291
R005057	2	Ayah	434	458
R005057	2	claimed_source	463	473
R005057	3	Ayah	549	571
R005057	4	Ayah	742	774
R005057	4	claimed_source	785	800
R005057	5	Ayah	841	859
R005057	5	claimed_source	870	885
R005057	6	Ayah	954	1131
R005057	6	claimed_source	1142	1160
R005057	7	matn	1322	1384
R005057	7	claimed_source	1402	1416
R005058	1	Ayah	428	499
R005058	1	claimed_source	509	530
R005058	2	Ayah	613	696
R005058	2	claimed_source	706	727
R005058	3	matn	748	763
R005058	3	claimed_source	771	808
R005058	4	matn	834	881
R005058	4	claimed_source	889	902
R005058	5	matn	1415	1447
R005058	5	claimed_source	1455	1468
R005059	1	Ayah	332	450
R005059	1	claimed_source	456	485
R005059	2	Ayah	685	782
R005059	2	claimed_source	788	818
R005059	3	Ayah	1250	1346
R005059	3	claimed_source	1352	1379
R005059	4	matn	1863	1897
R005059	4	isnad	1814	1857
R005059	4	claimed_source	1903	1935
R005059	5	matn	2048	2215
R005059	5	claimed_source	2221	2247
R005060	1	Ayah	533	724
R005060	1	claimed_source	484	507
R005060	2	matn	931	1212
R005060	2	isnad	878	930
R005060	2	claimed_source	861	874
R005060	3	Ayah	1497	1532
R005060	3	claimed_source	1474	1493
R005061	1	Ayah	165	197
R005061	1	claimed_source	204	215
R005061	2	Ayah	233	261
R005061	2	claimed_source	268	277
R005061	3	Ayah	488	538
R005061	3	claimed_source	545	556
R005061	4	Ayah	574	629
R005061	4	claimed_source	636	648
R005061	5	Ayah	923	1002
R005061	5	claimed_source	1009	1018
R005061	6	matn	1052	1103
R005061	6	claimed_source	1116	1133
R005062	1	matn	670	746
R005062	1	isnad	600	666
R005062	1	claimed_source	752	790
R005062	2	matn	880	970
R005062	2	isnad	835	876
R005062	2	claimed_source	976	1013
R005062	3	matn	1172	1219
R005062	3	isnad	1120	1168
R005062	3	claimed_source	1225	1243
R005062	4	Ayah	1408	1508
R005062	4	claimed_source	1514	1536
R005062	5	Ayah	1598	1732
R005062	5	claimed_source	1738	1760
R005062	6	matn	2049	2148
R005062	6	isnad	2011	2045
R005062	6	claimed_source	2154	2166
R005063	1	matn	600	647
R005063	1	isnad	560	596
R005063	1	claimed_source	652	673
R005063	2	matn	817	933
R005063	2	isnad	774	813
R005063	2	claimed_source	938	950
R005063	3	matn	1115	1163
R005063	3	isnad	1059	1111
R005063	3	claimed_source	1168	1177
